link,dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy,user-profile-link-hash
https://www.olx.pl/oferta/praca/doradca-ds-ubezpieczen-CID4-IDSUVgO.html,2023-05-20, 811492506,Doradca ds. Ubezpieczeń,"Strona główna/Praca/Sprzedaż/Doradca klienta, sprzedawca/Doradca klienta, sprzedawca - Łódzkie/Doradca klienta, sprzedawca - Łódź/Doradca klienta, sprzedawca - Śródmieście",http://nationale.olx.pl,Doświadczenie nie jest wymagane/Elastyczny czas pracy,"Twój zakres obowiązków:Aktywne pozyskiwanie Klientów indywidualnych oraz firmowychProwadzenie spotkań i rozmów z Klientami oraz utrzymywanie długookresowych relacji z nimiSkuteczne oferowanie Klientom naszych rozwiązańDbałość o rozbudowę i rzetelną obsługę portfela swoich KlientówNasze wymagania:Wykształcenie minimum średniePrzedsiębiorczość, zaangażowanie i wytrwałośćKomunikatywność i nastawienie na rozwójZainteresowanie współpracą w oparciu o umowę B2BEtyczne i uczciwe podejście do KlientaMile widziane:Doświadczenie w sprzedaży i/lub obsłudze KlientaTo oferujemy:WIĘCEJ na Twoim koncie - Twoja prowizja od sprzedaży nie ma u nas górnej granicy i jest równie wysoka, co Twoje zaangażowanie. Za Twoją pracę po prostu płacimy bardzo dobrze. Przez pierwsze 2 lata zapewnimy Ci specjale warunki „na start” oferując Ci stałe wynagrodzenie oraz prowizję zależną od sprzedaży.WIĘCEJ praktycznej wiedzy – Nauczymy się wszystkiego o ubezpieczeniach, co będzie Ci potrzebne. Twój Menadżer zatroszczy się o Ciebie w procesie wdrożenia do pracy. Zależy nam na Twoim sukcesie zawodowym.WIĘCEJ możliwości – my je stwarzamy, a Ty wybierasz swoją ścieżkę. Możesz być Doradcą ale możesz też zbudować Twój własny zespół sprzedażowy i awansować na Menadżera.WIĘCEJ niż zespół – oprócz dobrych relacji, wparcia, otwartości i pomocy doświadczonych koleżanek i kolegów będziesz częścią firmy będącej liderem w sprzedaży ubezpieczeń na życie.WIĘCEJ motywacji - programy motywacyjne i konkursy sprzedażowe z atrakcyjnymi nagrodami – wystarczy się zaangażować i będziesz miał szasnę zwiedzić z nami świat!WIĘCEJ z życia - zapomnij o sztywnych ramach, bo swój grafik dopasowujesz do życia prywatnego. Nie na odwrót!WIĘCEJ wygody - stawiamy na elastyczność i otwarte podejście do współpracy. Pracujesz skąd chcesz i jak chcesz! Mamy do tego niezbędne procesy i narzędzia, które wesprą Cię w kontaktach z Klientami.WIĘCEJ dodatkowych korzyści – karta „Multisport”, prywatna opieka medyczna, ubezpieczenie na życie, wyjazdy integracyjne i szkoleniowe.",4000.0,10000.0,zł, mies. brutto,"Łódź, Śródmieście",Pełny etat,Samozatrudnienie,-4903844023665298005
https://www.olx.pl/oferta/praca/praca-serwisant-krakow-CID4-IDUiP2R.html,2023-04-27, 831960941,Praca serwisant Kraków,Strona główna/Praca/Montaż i serwis/Montaż i serwis - Małopolskie/Montaż i serwis - Kraków/Montaż i serwis - Krowodrza,https://www.olx.pl/oferty/uzytkownik/SBXF/,Odpowiednie doświadczenie zawodowe/Elastyczny czas pracy,"Firma z 30 letnim stażem poszukuje serwisanta do drukarek oraz urządzeń wielofunkcyjnych, takich marek jak Ricoh, Canon.
Poszukujemy najlepiej osoby z doświadczeniem. Dodatkowym atutem będzie znajomość branży IT
Osoby zainteresowane bardzo proszę o przesyłanie na adres mailowy CV",4000.0,6000.0,zł, mies. brutto,"Kraków, Krowodrza",Pełny etat,Umowa o pracę,-6193117295597400086
https://www.olx.pl/oferta/praca/asystent-ds-ksiegowosci-w-biurze-rachunkowym-k-m-CID4-IDNsl8u.html,2023-05-17, 730794898,Asystent ds. księgowości w Biurze Rachunkowym (K/M),Strona główna/Praca/Finanse / księgowość/Księgowość/Księgowość - Wielkopolskie/Księgowość - Jarocin,https://www.olx.pl/oferty/uzytkownik/4RbvE/,Doświadczenie nie jest wymagane,"Asystent ds. księgowości w Biurze Rachunkowym (K/M)Miejsce pracy: JarocinJesteśmy rozwijającym się przedsiębiorstwem w zakresie profesjonalnych usług księgowych, doradczych i audytorskich.Obowiązki na tym stanowisku:Wsparcie w prowadzeniu pełnych ksiąg rachunkowych oraz KPiR,Wprowadzanie dokumentów do systemu księgowego,Przygotowywanie zestawień i raportów księgowych,Obsługa procesów księgowych,Przyjmowanie, rejestrowanie i kontrolowanie dokumentów źródłowych finansowo-księgowych,Sprawdzanie poprawności formalnej otrzymywanych dokumentów,Prowadzenie spraw administracyjno-organizacyjnych,Bieżąca kontrola, weryfikacja i archiwizacja dokumentów,Od kandydatów oczekujemy:Podstawowej wiedzy z zakresu ustawy o rachunkowości i prawa podatkowego,Wykształcenia wyższego kierunkowego (rachunkowość, finanse, ekonomia) - mile widziane osoby w trakcie studiów,Zaangażowania i sumienności,Zainteresowania zagadnieniami księgowymi i chęci rozwoju w tym kierunku,Znajomości pakietu Microsoft Office,Mile widziana znajomość języka angielskiego lub niemieckiego na poziomie komunikatywnym.Mile widziana znajomość programów komputerowych firmy Insert.Oferujemy:Atrakcyjne wynagrodzenie,Niezbędne narzędzia do pracy (telefon komórkowy, laptop),Możliwość zdobycia doświadczenia w dynamicznie rozwijającej się firmie,Polisę ubezpieczeniową na życie,Pakiet szkoleniowy.Zainteresowane osoby prosimy o załączenie CV.",,,,,Jarocin,Pełny etat,Inny,3584145149737147375
https://www.olx.pl/oferta/praca/praca-zdalna-odpisywanie-na-wiadomosci-dodatkowa-stala-CID4-IDUwW1H.html,2023-05-11, 835082197,Praca zdalna (odpisywanie na wiadomości) DODATKOWA/STAŁA,Strona główna/Praca/Marketing i PR/Media i PR/Media i PR - Kujawsko-pomorskie/Media i PR - Bydgoszcz,https://www.olx.pl/oferty/uzytkownik/1DAEIb/,Doświadczenie nie jest wymagane/Elastyczny czas pracy/Rekrutacja online/Praca zdalna dozwolona,"Chcesz coś zmienić w swoim życiu? Masz dość wysokich cen?  Zastanawiasz się co zrobić by polepszyć swoją sytuacje finansową? Masz pracę której nienawidzisz? Jeżeli chociaż na jedno pytanie odpowiedziałeś ""TAK"" to skończ z tym już dziś, aplikuj i walcz o swoje lepsze jutro.  Pracę można traktować jako dodatek do etatu, studiów czy dalszej nauki w szkole, ale wysokie zarobki, które można osiągnąć mogą pozwolić potraktować to jako JEDYNE i STAŁE źródło dochodu, co za tym idzie, że inflacja i drożyzna dla nikogo nie będzie odczuwalna. DLACZEGO TA PRACA JEST DLA CIEBIE? Nie zatajamy żadnych informacji Uczciwie podchodzimy do każdego kandydata Technologicznie jesteśmy numerem jeden na rynku Setki zadowolonych osób i pozytywnych opinii Gwarancja zadowolenia, każdy kto spróbuje swoich sił zarabia min 300 zł Możliwość rezygnacji w każdym momencie bez konsekwencji CO OFERUJEMY: Tygodniówki - pewne wypłaty co tydzień, bezpośrednio na konto bankowe, 4 razy w przeciągu miesiąca! UMOWA - na bazie której odprowadzamy podatek i rozliczamy się z urzędem skarbowym. Praca w pełni zdalna - możliwość pracowania bez wychodzenia z domu, elastyczny czas pracy - Ty decydujesz kiedy i ile chcesz pracować!  pełne wsparcie zespołu 24/7 - pomoc na każdym kroku,  działamy w branży bezinwestycyjnej - NIE musisz inwestować pieniędzy aby zarabiać,  pełen pakiet szkoleń online - prowadzimy za rękę od a do z, na każdym kroku. nie musisz mieć doświadczenia - uczymy od podstaw, wysoki zarobek w stosunku do poświęconego czasu - NIE jest to śmieszne 10-15zł za godzinę jak jest na etacie, tylko bardzo duży zysk w krótkim czasie. UWAGA! Nie działamy w żadnym marketingu wielopoziomowym MLM Nie wymagamy rozmów telefonicznych Nie wymagamy jeżdżenia po ludziach Nie wymagamy spotkań na kamerze Nie piszesz po znajomych czy rodzinie Nikogo na nic nie musisz namawiać WYMAGANIA: ukończone 18 lat obywatelstwo polskie ze względu na prawny charakter działania komputer lub smartfon z dostępem do Internetu obsługa komputera/smartfona na poziomie podstawowym FACEBOOK ORAZ MESSENGER motywacja do pracy i osiągania wysokich wyników - PODSTAWA NA CZYM POLEGA PRACA? Twoja praca polega tylko i wyłącznie na odpisywaniu na wiadomości gotowymi formułkami na zasadzie kopiuj - wklej do stałej bazy klientów (klienci sami będą się do Ciebie zgłaszać) ""Reklama Produktu"" - Samą reklamą zajmuję się za Ciebie ktoś inny, twoim zadaniem będzie umawianie spotkań, odpisywanie na wiadomości oraz pomoc techniczna. obsługa klienta i pomoc online ILE MOŻNA ZAROBIĆ?: Na początku stawka może się wahać między 2500 a 5000zł, ale to wszystko zależy od Ciebie I twojego zaangażowania  PODCZAS SAMEGO SZKOLENIA MOŻESZ Z ŁATWOŚCIĄ ZAROBIĆ CONAJMNIEJ 500 ZŁOTYCH.﻿  ILOŚĆ MIEJSC OGRANICZONA! (natomiast jeśli oferta jest widoczna to znaczy, że mamy jeszcze dla Ciebie miejsce)  ZAPRASZAM DO KONTAKTU! (poprzez kliknięcie przycisku ""aplikuj"") lub (napisz wiadomość na OLX) ",2500.0,5000.0,zł, mies. brutto,Bydgoszcz,Dodatkowa / sezonowa,Inny,-1146434588515629911
https://www.olx.pl/oferta/praca/mlodszy-specjalista-ds-sprzedazy-slubice-CID4-IDI13Vi.html,2023-05-19, 650412258,Młodszy Specjalista ds. sprzedaży SŁUBICE,"Strona główna/Praca/Finanse / księgowość/Finanse, bankowość, ubezpieczenia/Finanse, bankowość, ubezpieczenia - Lubuskie/Finanse, bankowość, ubezpieczenia - Słubice",https://www.olx.pl/oferty/uzytkownik/386gF/,Doświadczenie nie jest wymagane,"Zachodniopomorska SKOK poszukuje osoby do pracy na stanowisku Młodszy Specjalista ds. sprzedaży w SŁUBICACHWymagania: Wykształcenie min. średnie. Znajomość obsługi komputera. Wysoka kultura osobista, łatwość nawiązywania kontaktów, umiejętność pracy w zespole, dokładność, otwartość na nowe wyzwania i gotowość do zdobywania wiedzy. Osoba będzie odpowiedzialna za sprzedaż produktów finansowych, kompleksową obsługę klientów, dokonywanie wypłat oraz przyjmowanie wpłat.Oferujemy:• interesującą pracę od poniedziałku do piątku (wolne weekendy),• zatrudnienie na pełny etat w firmie o 30 letniej tradycji i stabilnej pozycji rynkowej,• wynagrodzenie składające się z części stałej oraz części zmiennej wynikającej z systemu motywacyjnego – premie do 100 % wartości wynagrodzenia podstawowego,• świadczenia z zakładowego funduszu socjalnego (dodatek do wypoczynku, bony świąteczne),• nagrody roczne,• szkolenia i atrakcyjne wyjazdy integracyjne.Oferty pracy prosimy zaopatrzyć w zapis wyrażający wyraźną dobrowolną zgodę na przetwarzanie danych osobowych przez Zachodniopomorską Spółdzielczą Kasę Oszczędnościowo-Kredytową w procesie rekrutacji:""Wyrażam zgodę na przetwarzanie przez Zachodniopomorską Spółdzielczą Kasę Oszczędnościowo Kredytową moich danych osobowych zawartych w CV i/lub liście motywacyjnym, dla potrzeb niezbędnych do realizacji procesu rekrutacji.Oświadczam, że Administrator danych udostępnił mi wszelkie informacje na temat przetwarzania moich danych osobowych określone w art. 13 ogólnego rozporządzenia o ochronie danych osobowych z dnia 27 kwietnia 2016 roku”Informujemy, że skontaktujemy się wyłącznie z wybranymi kandydatami.",3800.0,4000.0,zł, mies. brutto,Słubice,Pełny etat,Umowa o pracę,2440051781847772582
https://www.olx.pl/oferta/praca/poszukujemy-ksiegowej-CID4-IDTZCWQ.html,2023-05-17, 827386146,Poszukujemy Księgowej,Strona główna/Praca/Finanse / księgowość/Pozostałe w Finanse i księgowość/Pozostałe w Finanse i księgowość - Lubelskie/Pozostałe w Finanse i księgowość - Lublin,https://www.olx.pl/oferty/uzytkownik/1HAcx/,Odpowiednie doświadczenie zawodowe/Praca zdalna dozwolona," W związku z rozwojem firmy poszukujemy pracowników do działu księgowości Opis stanowiska:Kompleksowe prowadzenie spraw księgowych przydzielonych firm ( pierwsze trzy miesiące pod nadzorem opiekuna)Okresowe przygotowywanie sprawozdań dla klientów i instytucjiKwalifikacja podatkowa i rachunkowa kosztów. Księgowanie dokumentów oraz sprawdzanie poprawności rachunkowej.Wymagania: Wykształcenie minimum średnie (preferowane kierunki ekonomiczne) Doświadczenie w księgowości (preferowane w biurze rachunkowym)Umiejętność samodzielnego prowadzenia KH lub KPIRUmiejętność sporządzania deklaracji podatkowych PIT, CIT i VAT.Mile widziana znajomość programu Symfonia, tax pro.Chęć do nauki i rozwoju.Bardzo dobra organizacja czasu pracy, sumienność, rzetelność oraz komunikatywność Mile widziane osoby, chcące rozwijać swoje umiejętności zawodowe w zakresie księgowości .Doświadczenie w prowadzeniu ksiąg handlowych na symfonii.Oferujemy: Stabilne warunki zatrudnienia i wynagrodzenia. Atrakcyjny system wynagradzania ( poza wynagrodzeniem podstawowym duża ilość premii)Możliwość dopasowania elastycznie godzin pracy do indywidualnych potrzeb. Nowoczesne rozwiązania systemowe (np. praca na dokumentacji elektronicznej, CMR, ) Możliwość zdobywania nowych doświadczeń, podnoszenia kwalifikacji, szkolenia wewnętrzne i zewnętrzne. Wyjazdy integracyjne, Prywatna opieka medyczna. Szkolenie merytoryczne oraz osobowościowe.",4000.0,15000.0,zł, mies. brutto,Lublin,Pełny etat,Umowa o pracę,-1750985250765789377
https://www.olx.pl/oferta/praca/praca-w-domu-zdalna-12-000zl-umowa-obsluga-klienta-rozwoj-osobisty-CID4-IDUAVsV.html,2023-05-17, 836279370,Praca w DOMU/ZDALNA/12 000zł/Umowa/ Obsługa Klienta/Rozwój osobisty,Strona główna/Praca/Badania i rozwój/Badania i rozwój - Zachodniopomorskie/Badania i rozwój - Police/Badania i rozwój - Stare Miasto,https://www.olx.pl/oferty/uzytkownik/14CdiK/,Doświadczenie nie jest wymagane/Elastyczny czas pracy/Rekrutacja online/Praca zdalna dozwolona,"Prowadzę nabór na stanowisko:Specjalista ds. Obsługi Zdalnej KlientaMy oferujemy Tobie:·        Umowa·        Wynagrodzenie 5 000 – 12 000zł (+ bonusy i premie).·        Możliwość wypłaty wynagrodzenia 2x w miesiącu na konto bankowe.·        Możliwość wyboru pracy na stałe lub w formie dodatkowej.·        Darmowe szkolenia online bez konieczności dojazdów i wychodzenia z domu.Pracując u Nas będziesz odpowiedzialna/y za:·        Pozyskanie oraz obsługę Klientów internetowych.·        Reklamę produktów i usług na zlecenie firm zewnętrznych.Wymagania:·        Komunikatywność i umiejętność dobrego kontaktu z Klientem.·        Biegłość w obsłudze komputera oraz urządzeń mobilnych.·        Komputer lub smartfon z dostępem do internetu.·        Umiejętność wydajnej pracy samodzielnej bez ciągłego nadzoru.·        Ukończone 18 lat.·        Obywatelstwo Polskie.Dodatkowe informacje:·        Nie inwestujesz żadnych swoich pieniędzy.·        Nie podajesz żadnych danych wrażliwych.·        Na początek wystarczą 3h wolnego czasu w ciągu dnia.·        W pełni elastyczny czas pracy, mogą to być np. wieczory gdy dziecko zaśnie.Jak rozpocząć?Kliknij w przycisk „APLIKUJ”, zostaniesz przeniesiona/y na mój messenger. Zapoznaj się z moim profilem na Facebooku, a następnie napisz wiadomość na messenger, gdzie przedstawię Tobie wszystkie szczegóły.Do usłyszenia.Pozdrawiam",5000.0,12000.0,zł, mies. brutto,"Police, Stare Miasto",Dodatkowa / sezonowa,Inny,1810388753475978170
https://www.olx.pl/oferta/praca/stylistka-paznokci-manicurzystka-CID4-IDUtKaw.html,2023-05-15, 834563803,Stylistka paznokci / manicurzystka,"Strona główna/Praca/Fryzjerstwo, kosmetyka/Kosmetolog, kosmetyczka/Kosmetolog, kosmetyczka - Łódzkie/Kosmetolog, kosmetyczka - Łódź/Kosmetolog, kosmetyczka - Śródmieście",https://www.olx.pl/oferty/uzytkownik/TF6p/,Odpowiednie doświadczenie zawodowe/Praca zmianowa/Praca w weekendy/Elastyczny czas pracy,"Salon w centrum Łodzi poszukuje manicurzystki/ stylistki paznokci.

Czego oczekujemy:
- wykonywanie manicure i pedicure klasyczny i hybrydowy
- henna brwi i rzęs
- mile widziana umiejętność przedłużania paznokci metodą żelowa/ akrylo-żel

Co dajemy od siebie: 
- pracę w znanym zespole w salonie z własną bazą klientek
- umowę na etat/część etatu 
- wynagrodzenie: wyższy procent wykonanych usług lub postawa i prowizja ( kwestia do ustalenia indywidualnie)
-Grafik zmianowy, dopasowany pod Ciebie 

Zapraszamy do kontaktu. Chętnie zobaczymy zdjęcia Twoich stylizacji paznokci",,,,,"Łódź, Śródmieście",Pełny etat,Umowa o pracę,-2084280133270651554
https://www.olx.pl/oferta/praca/przedstawiciel-handlowy-na-wojewodztwo-podkarpackie-CID4-IDIKXcO.html,2023-05-20, 661349462,Przedstawiciel handlowy na  województwo Podkarpackie,Strona główna/Praca/Sprzedaż/Przedstawiciel handlowy/Przedstawiciel handlowy - Podkarpackie/Przedstawiciel handlowy - Mielec,https://www.olx.pl/oferty/uzytkownik/2qwfR/,System wynagrodzeń: Podstawa + prowizja/Samochód służbowy: Tak/Odpowiednie doświadczenie zawodowe,"FIRMA KISIEL Wiodący dystrybutor maszyn rolniczych w południowo - wschodniej Polsceposzukuje kandydata na: Przedstawiciel handlowy (branża rolnicza) Miejsce pracy: woj. PodkarpackieNaszemu wybranemu kandydatowi z przyjemnością zaproponujemy: - stałe i stabilne zatrudnienie w oparciu o umowę o pracę, - pracę mobilną w atmosferze współpracy, przy wsparciu doświadczonego i energicznego zespołu - adekwatne narzędzia pracy – m.in. samochód, komputer, telefon, - ciekawą pracę zapewniającą stały rozwój - wynagrodzenie podstawowe oraz system motywacyjny.Osoba na tym stanowisku odpowiedzialna będzie za reprezentowanie firmy na terenie województwa podkarpackiego budując silną pozycję firmy, poprzez: - budowanie sieci kontaktów z potencjalnymi klientami firmy, - pozyskiwanie nowych klientów na podległym terenie, - utrzymywanie oraz rozwój długofalowych relacji z klientami firmy, - profesjonalną obsługę klientów na terenie swojego działania, - przygotowywanie ofert handlowych, - realizację założonych planów handlowych,Do współpracy zapraszamy kandydata który: - z pasją chciałby już lub realizuje się w sprzedaży i efektywnie buduje długofalowe relacje biznesowe, - zna branżę rolniczą od strony teoretycznej i praktycznej, - posiada wykształcenie min. średnie techniczne (lub takie, które pozwoliło rozwinąć umiejętności techniczne) - posiada min. 2 letnie doświadczenie w pracy z klientem - pozyskiwanie i/lub obsługa -ma zdolność do łatwego funkcjonowania w tematyce technicznej i szybko przyswaja nowe zagadnienia, -cechuje go duża samodzielność w działaniu i ukierunkowanie na realizację wyznaczonego celu, -posiada prawo jazdy kat. B. Kandydatów prosimy o przesłanie CV za pomoca formularza lub na adres:Firma Handlowo Usługowa „KISIEL”www.kisielagrotech.plJasionka 980f 36-002 Jasionka TEL:	50*******00 Wysyłając dokumenty prosimy o załączenie klauzuli: ""Wyrażam zgodę na przetwarzanie moich danych osobowych dla potrzeb procesu rekrutacji zgodnie z Ustawą z dnia 29 sierpnia 1997 roku o ochronie danych osobowych (Dz.U.02.101.926 tekst jednolity z późniejszymi zmianami)"".",4000.0,10000.0,zł, mies. brutto,Mielec,Pełny etat,Umowa o pracę,-7565849947762745107
https://www.olx.pl/oferta/praca/serwisant-mechanik-pojazdow-i-maszyn-budowlanych-CID4-IDTej46.html,2023-05-17, 816108362,Serwisant-mechanik pojazdów i maszyn budowlanych,"Strona główna/Praca/Mechanika i lakiernictwo/Mechanik, elektromechanik, wulkanizator/Mechanik, elektromechanik, wulkanizator - Małopolskie/Mechanik, elektromechanik, wulkanizator - Stare Żukowice",https://www.olx.pl/oferty/uzytkownik/29yjH/,Doświadczenie nie jest wymagane/Praca zmianowa/Elastyczny czas pracy,"FTHU KOMA Wojciech Kozioł wynajem wozideł technologicznych przegubowych z  pełną obsługą techniczną i serwisową, poszukuje kandydatów na stanowisko:""serwisant - mechanik"" do obsługi własnego taboru samochodów i maszyn budowlanychWYMAGANIA:wykształcenie minimum zawodowe,ogólna wiedza techniczna z zakresu budowy pojazdów,dyspozycyjność,umiejętność pracy w zespole,mile widziane doświadczenie na podobnym stanowisku.prawo jazdy kat ""B""Oferujemy:umowę o pracę w firmie o ugruntowanej pozycji na rynku,stabilne warunki zatrudnienia,narzędzia niezbędne do wykonywania pracy.Zastrzegamy sobie prawo do skontaktowania się tylko z wybranymi kandydatami, których profil zawodowy jest zgodny z preferencjami.Osoby zainteresowane prosimy o przesyłanie CV na adres biuro-małapa-koma-wozidla.pl lub przez OLX, fthukoma-małpa-gmail.comProsimy o zawarcie w CV klauzuli: „Wyrażam zgodę na przetwarzanie danych osobowych zawartych w niniejszym dokumencie do realizacji procesu rekrutacji prowadzonego przez firmę FTHU KOMA Wojciech Kozioł, zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE.”",20.0,30.0,zł, godz. brutto,Stare Żukowice,Pełny etat,Umowa o pracę,-1622143675643222001
https://www.olx.pl/oferta/praca/spedytor-prowizja-50-home-office-CID4-IDSLkER.html,2023-05-17, 809202973,"Spedytor, PROWIZJA 50%, Home Office","Strona główna/Praca/Logistyka, zakupy, spedycja/Spedycja/Spedycja - Śląskie/Spedycja - Bielsko-Biała",https://www.olx.pl/oferty/uzytkownik/qdoNf/,Odpowiednie doświadczenie zawodowe/Elastyczny czas pracy/Praca zdalna dozwolona,"Firma spedycyjna BETE GROUP Sp. z o. o. szuka osób do współpracy na stanowisku spedytora.Obowiązki:Pozyskiwanie zleceń spedycyjnych,Współpraca z pozyskanymi klientami w zakresie organizowania transportu,Współpraca z podwykonawcami - firmami transportowymi,Monitorowanie zleceń transportowych.Wymagania:Doświadczenie w branży spedycyjnej - WARUNEK KONIECZNY.Co oferujemy?Współpraca na zasadach partnerskich,Umowa o pracę lub umowa B2B lub umowa zlecenie,Pełna swoboda działania - pracujesz kiedy chcesz i gdzie chcesz, HOME OFFICE,Nieograniczone możliwości zarobkowe - wynagrodzenie w postaci prowizji 50% lub wynagrodzenie z gwarantowaną podstawą i prowizją 30%,Proste i przejrzyste warunki współpracy,Dobra atmosfera i wsparcie.",4000.0,20000.0,zł, mies. brutto,Bielsko-Biała,Pełny etat,Umowa o pracę,1882527767498044437
https://www.olx.pl/oferta/praca/sprzatanie-firmy-koszenie-trawy-praca-raz-w-tygodniu-4-6-godziny-CID4-IDQFvHA.html,2023-05-17, 778266630,Sprzątanie firmy + koszenie trawy - praca raz w tygodniu 4-6 godziny,Strona główna/Praca/Sprzątanie/Sprzątanie - Mazowieckie/Sprzątanie - Piastów,https://www.olx.pl/oferty/uzytkownik/3PBPj/,Doświadczenie nie jest wymagane/Elastyczny czas pracy/Zapraszamy seniorów,Sprzątanie firmy raz w tygodniu 4 godziny +koszenie trawy 2 godziny. Piastów koło Warszawy. Praca między 8:00 a 16:00,22.0,25.0,zł, godz. brutto,Piastów,Dodatkowa / sezonowa,Inny,-459305269156480567
https://www.olx.pl/oferta/praca/wydawanie-posilkow-w-szpitalu-pomoc-kuchenna-szczecin-CID4-IDHudo0.html,2023-05-18, 642583748,wydawanie posiłków w szpitalu / pomoc kuchenna - Szczecin,Strona główna/Praca/Zdrowie/Pozostałe w Zdrowie/Pozostałe w Zdrowie - Zachodniopomorskie/Pozostałe w Zdrowie - Szczecin/Pozostałe w Zdrowie - Pomorzany,https://www.olx.pl/oferty/uzytkownik/27pfl/,Doświadczenie nie jest wymagane/Praca zmianowa,"Zatrudnimy chętne panie na stanowisko:  kuchenkowa - wydawanie posiłków na oddziałach szpitalnych pomoc kuchenna - przygotowywanie posiłków dla pacjentów Oferowane miejsce pracy: - Szpital SPSK2 ul. Powstańców Wielkopolskich 72 (Pomorzany)praca w systemie zmianowym w godz. 8.00 - 18.30Wymagania:aktualna książeczka do celów sanitarno-epidemiologicznych  Zainteresowane osoby prosimy o kontakt telefoniczny od poniedziałku do piątku w godz. 8-16 tel. 72*******48, w godz. 16-21 infolinia 71 711 01 44 lub przesłanie aplikacji z zamieszczoną klauzulą:  „Wyrażam zgodę na przetwarzanie moich danych osobowych przez HR for Business Sp. z o.o. z siedzibą we Wrocławiu (5-304), przy ul. Słonimskiego 1 na potrzebę ewentualnych przyszłych procesów rekrutacyjnych, które Spółka będzie przeprowadzać w okresie najbliższych 5 lat. Wyrażona zgoda może być w każdej chwili przeze mnie wycofana.” Administratorem Pani/Pana danych osobowych jest HR for Business Sp. z o.o. z siedzibą we Wrocławiu (50-304), przy ul. Słonimskiego 1",,,,,"Szczecin, Pomorzany",Pełny etat,Umowa o pracę,-835270627931208172
https://www.olx.pl/oferta/praca/kierowca-c-e-biedronka-start-i-koniec-pracy-w-slupsku-CID4-IDUzF1B.html,2023-05-19, 835973999,Kierowca C+E Biedronka ( Start i koniec pracy w Słupsku),Strona główna/Praca/Kierowca/Kierowca - Pomorskie/Kierowca - Słupsk,https://www.olx.pl/oferty/uzytkownik/2DH5w/,Prawo jazdy: Kat. C+E/Zasięg transportu: Tylko krajowy/Doświadczenie nie jest wymagane/Praca zmianowa/Praca w weekendy,"Firma EF TRANSPORT zatrudni kierowców z kat C+E do pracy w transporcie krajowym - praca w centrum dystrybucyjnym Biedronki w Koszalinie.Start i koniec pracy w Słupsku ! Wymaganiamile widziane doświadczenie w prowadzeniu pojazdów ciężarowychprawo jazdy kat C+Eaktualne badania lekarskie i psychologiczneświadectwo kwalifikacji zawodowejdyspozycyjnośćumiejętność pracy w zespolesumienność i odpowiedzialnośćZakres obowiązkówProwadzenie pojazdów ciężarowych solo oraz zestawówDostarczanie towaru do marketów Biedronka znajdujących się w promieniu 200km od bazy zgodnie ze zleceniami,Rozładunek przewożonego towaru wózkiem elektrycznymDbałość o powierzone mienieOferujemyPracę w dynamicznie rozwijającej się firmieAtrakcyjne wynagrodzenie adekwatne do wyników i posiadanych kwalifikacji od 4500 do 6000 na ręke netto - płatne terminowo i w całości na kontoKażdorazowo codzienne powroty do domu - start i koniec pracy w Koszaliniepełnopłatne urlopymożliwość przyuczenia do zawodu dla kierowców bez doświadczenia",5000.0,6500.0,zł, mies. brutto,Słupsk,Pełny etat,Umowa o pracę,1569344391965357725
